ticket_id,summary,description,priority,issue_type,project,component,customer_tier,created_hours,channel,final_team,sla_breach,created_timestamp
578,Docking station disconnects,the peripheral is intermittently unavailable. The support team has attached the latest logs.,High,Hardware,Workplace IT,Monitor,Standard,32.61,Email,L1-Hardware,Yes,2026-09-09T04:35:52.803312+00:00
579,Search results fail to load,customers are unable to complete the workflow. The problem is reproducible from the production environment.,Medium,Application,Customer Portal,Search,Enterprise,7.16,Jira,L2-Application,No,2026-09-01T18:12:22.245827+00:00
580,Unexpected permission change detected,the account may have incorrect permissions. The customer has already tried restarting the service.,High,Access,Identity,Password Reset,Business,27.9,Chat,Security,Yes,2026-08-25T14:14:41.671249+00:00
581,Application page shows a blank screen,the application worked yesterday but now fails for multiple users. The problem is reproducible from the production environment.,Medium,Application,Customer Portal,Notifications,Business,34.62,Email,L2-Application,Yes,2026-08-24T20:57:33.931209+00:00
582,Firewall blocks application traffic,requests time out from the office network. The customer has already tried restarting the service.,Low,Network,Platform,Firewall,Standard,11.99,Jira,L2-Network,No,2026-09-15T10:39:00.298939+00:00
583,External monitor is not detected,the device worked earlier in the day. The issue is currently affecting several users.,Medium,Hardware,Workplace IT,Printer,Business,14.98,Jira,L1-Hardware,Yes,2026-08-26T02:52:32.232943+00:00
584,API requests return HTTP 500,customers are unable to complete the workflow. The customer has already tried restarting the service.,High,Application,Customer Portal,Search,Standard,29.78,Portal,L1-General,Yes,2026-09-19T22:21:13.955235+00:00
585,Reports are running much slower,transactions are waiting longer than expected. The customer has already tried restarting the service.,Low,Database,Data Services,Query Engine,Standard,15.86,Jira,L3-Database,Yes,2026-08-24T23:28:49.537353+00:00
586,Keyboard stops responding,the issue affects a single employee workstation. The issue is currently affecting several users.,Medium,Hardware,Workplace IT,Laptop,Enterprise,7.87,Chat,L1-Hardware,No,2026-08-30T20:31:58.482042+00:00
587,Docking station disconnects,the device worked earlier in the day. This started after a recent configuration change.,Medium,Hardware,Workplace IT,Printer,Business,7.94,Email,L2-Network,No,2026-09-16T22:41:07.549287+00:00
588,Notification jobs are delayed,the application worked yesterday but now fails for multiple users. The problem is reproducible from the production environment.,High,Application,Customer Portal,Checkout,Business,31.83,Jira,L2-Application,Yes,2026-08-30T08:33:59.382423+00:00
589,SSO login returns access denied,the account may have incorrect permissions. This started after a recent configuration change.,Low,Access,Identity,Password Reset,Enterprise,14.74,Portal,Security,No,2026-09-18T10:51:23.199611+00:00
590,Intermittent network connectivity,requests time out from the office network. The problem is reproducible from the production environment.,Low,Network,Platform,WiFi,Business,2.72,Email,L2-Network,No,2026-08-30T19:33:43.243621+00:00
591,Intermittent network connectivity,users cannot stay connected to the corporate network. The support team has attached the latest logs.,Medium,Network,Platform,DNS,Standard,34.21,Jira,L2-Application,Yes,2026-08-24T15:31:01.221863+00:00
592,Search results fail to load,the application worked yesterday but now fails for multiple users. The support team has attached the latest logs.,Low,Application,Customer Portal,Search,Standard,14.35,Jira,L2-Application,No,2026-09-15T22:09:32.719244+00:00
593,Intermittent network connectivity,packets appear to be dropped intermittently. The issue is currently affecting several users.,High,Network,Platform,Firewall,Enterprise,13.99,Jira,L2-Network,Yes,2026-08-29T16:44:58.680578+00:00
594,Database queries are timing out,transactions are waiting longer than expected. The problem is reproducible from the production environment.,Medium,Database,Data Services,MySQL,Enterprise,24.68,Email,L3-Database,Yes,2026-08-26T17:45:31.074338+00:00
595,Checkout returns an error,the application worked yesterday but now fails for multiple users. The problem is reproducible from the production environment.,Medium,Application,Customer Portal,Search,Enterprise,9.93,Portal,L2-Application,Yes,2026-09-04T19:21:59.979996+00:00
596,SSO login returns access denied,the event should be reviewed for security impact. This started after a recent configuration change.,Medium,Access,Identity,MFA,Business,17.75,Jira,Security,Yes,2026-09-03T02:25:54.973418+00:00
597,Unexpected permission change detected,the user receives an access denied response. The problem is reproducible from the production environment.,Medium,Access,Identity,SSO,Business,12.07,Portal,Security,Yes,2026-09-15T12:57:15.200025+00:00
598,User cannot access internal application,login works for other accounts but not this user. This started after a recent configuration change.,Low,Access,Identity,Permissions,Business,34.31,Email,L1-General,Yes,2026-09-01T05:26:15.070389+00:00
599,Database queries are timing out,the issue is affecting reporting and analytics. The issue is currently affecting several users.,Low,Database,Data Services,PostgreSQL,Business,6.37,Email,L3-Database,No,2026-08-29T07:29:09.553451+00:00
600,Keyboard stops responding,the peripheral is intermittently unavailable. This started after a recent configuration change.,Low,Hardware,Workplace IT,Printer,Standard,19.28,Email,L1-Hardware,No,2026-09-02T18:57:03.873688+00:00
601,External monitor is not detected,restarting the device did not resolve the problem. The support team has attached the latest logs.,Medium,Hardware,Workplace IT,Dock,Enterprise,30.39,Jira,L1-Hardware,Yes,2026-09-19T14:17:36.341785+00:00
602,Reports are running much slower,the scheduled backup did not complete successfully. The issue is currently affecting several users.,Low,Database,Data Services,Backup,Business,10.43,Email,L3-Database,No,2026-08-30T23:06:59.103253+00:00
603,SSO login returns access denied,the account may have incorrect permissions. The customer has already tried restarting the service.,Medium,Access,Identity,IAM,Standard,5.53,Jira,Security,No,2026-09-18T11:28:13.430588+00:00
604,Printer is unavailable,the issue affects a single employee workstation. The issue is currently affecting several users.,High,Hardware,Workplace IT,Keyboard,Standard,29.98,Portal,L1-Hardware,Yes,2026-09-04T05:08:51.596927+00:00
605,Search results fail to load,customers are unable to complete the workflow. The issue is currently affecting several users.,High,Application,Customer Portal,API,Business,19.82,Portal,L2-Application,Yes,2026-09-03T00:50:09.967213+00:00
606,Database queries are timing out,the scheduled backup did not complete successfully. This started after a recent configuration change.,Medium,Database,Data Services,PostgreSQL,Enterprise,25.9,Chat,L1-General,Yes,2026-09-19T18:20:42.701062+00:00
607,Load balancer health checks failing,the service becomes unreachable every few minutes. The customer has already tried restarting the service.,Medium,Network,Platform,Firewall,Standard,24.45,Portal,L2-Network,Yes,2026-09-15T09:21:04.520605+00:00
608,DNS resolution failing for internal service,connections fail after authentication. The support team has attached the latest logs.,Medium,Network,Platform,VPN,Enterprise,29.37,Chat,L2-Network,Yes,2026-09-20T07:31:34.203357+00:00
609,Backup job failed overnight,the scheduled backup did not complete successfully. The customer has already tried restarting the service.,Low,Database,Data Services,Backup,Business,24.33,Chat,L3-Database,Yes,2026-09-12T20:56:39.934924+00:00
610,MFA challenge is failing,the authentication flow stops before completion. The support team has attached the latest logs.,Medium,Access,Identity,IAM,Standard,28.85,Email,Security,Yes,2026-09-02T18:45:36.678984+00:00
611,Unexpected permission change detected,the user receives an access denied response. This started after a recent configuration change.,Medium,Access,Identity,IAM,Enterprise,1.19,Email,Security,No,2026-08-29T01:55:12.513104+00:00
612,Laptop will not power on,the peripheral is intermittently unavailable. The customer has already tried restarting the service.,Medium,Hardware,Workplace IT,Monitor,Standard,29.56,Chat,L1-Hardware,Yes,2026-09-13T17:23:24.508751+00:00
613,Database queries are timing out,the issue is affecting reporting and analytics. This started after a recent configuration change.,Medium,Database,Data Services,MySQL,Business,20.79,Portal,L1-General,Yes,2026-08-30T06:25:56.419801+00:00
614,DNS resolution failing for internal service,users cannot stay connected to the corporate network. The support team has attached the latest logs.,High,Network,Platform,VPN,Business,30.22,Email,L1-Hardware,Yes,2026-09-08T18:44:12.738718+00:00
615,Load balancer health checks failing,connections fail after authentication. The problem is reproducible from the production environment.,High,Network,Platform,DNS,Standard,8.29,Email,L2-Network,Yes,2026-09-09T06:16:40.548053+00:00
616,SSO login returns access denied,the authentication flow stops before completion. The support team has attached the latest logs.,High,Access,Identity,SSO,Business,9.4,Portal,Security,Yes,2026-08-22T03:46:04.506764+00:00
617,DNS resolution failing for internal service,users cannot stay connected to the corporate network. The support team has attached the latest logs.,Low,Network,Platform,Firewall,Business,6.38,Email,L1-Hardware,No,2026-08-24T11:36:32.960145+00:00
618,Intermittent network connectivity,packets appear to be dropped intermittently. The issue is currently affecting several users.,Medium,Network,Platform,VPN,Enterprise,15.88,Portal,L2-Network,Yes,2026-09-05T09:23:12.258994+00:00
619,Printer is unavailable,the issue affects a single employee workstation. This started after a recent configuration change.,Medium,Hardware,Workplace IT,Laptop,Standard,29.96,Email,L1-Hardware,Yes,2026-09-06T14:15:44.098352+00:00
620,Database connection pool is exhausted,transactions are waiting longer than expected. The issue is currently affecting several users.,Medium,Database,Data Services,PostgreSQL,Business,5.15,Portal,L3-Database,Yes,2026-09-08T17:40:51.727164+00:00
621,Replication is lagging,the scheduled backup did not complete successfully. This started after a recent configuration change.,High,Database,Data Services,Query Engine,Standard,8.22,Email,L3-Database,Yes,2026-09-13T02:26:47.171660+00:00
622,Keyboard stops responding,the issue affects a single employee workstation. The issue is currently affecting several users.,High,Hardware,Workplace IT,Keyboard,Standard,10.75,Email,L1-Hardware,Yes,2026-09-04T11:10:45.934747+00:00
